,Unnamed: 0,ReviewID,Page Type,Full Text,Rating,SegmentedReview,SegmentedReview_processed_reviews,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
52,7659,7660,review,"i enjoy the features of apple watch, especially workout and activity apps.",4,"""i enjoy the of apple watch , especially workout and activity apps .""","`` i enjoy the of apple watch , especially workout and activity apps . ''",1,0,0,0,0,0,0,0,0
54,7895,7896,review,really make your apple watch stand out make the watch look great,4,"""really make your apple watch stand out', 'make the watch look great""","`` really make your apple watch stand out ' , 'make the watch look great ''",0,0,0,0,1,0,0,0,0
55,7902,7903,review,amazing quality\n way better than apple watch. no comparison.,4,"""amazing quality\\n way better than apple watch .', 'no comparison .""","`` amazing quality\\n way better than apple watch . ' , 'no comparison . ''",0,0,0,0,0,0,0,1,0
56,7907,7908,review,best battery life. way better than apple watch. good design,4,"""best battery life .', 'way better than apple watch .', 'good design""","`` best battery life . ' , 'way better than apple watch . ' , 'good design ''",0,0,0,0,1,0,0,1,0
64,9996,9997,review,i love my apple watch. easy to connect to my phone n works great,5,"""i love my apple watch .', 'easy to connect to my phone n work great""","`` i love my apple watch . ' , 'easy to connect to my phone n work great ''",0,1,0,1,0,0,0,0,0
65,10022,10023,review,makes working out fun. can challenge other apple watch friends.,5,"""makes working out fun .', 'can challenge other apple watch friend .""","`` make working out fun . ' , 'can challenge other apple watch friend . ''",1,0,0,0,0,0,0,0,0
66,10046,10047,review,love my apple watch! fast and easy online pickup and works great,5,"""love my apple watch !', 'fast and easy online pickup and work great""","`` love my apple watch ! ' , 'fast and easy online pickup and work great ''",0,0,0,1,0,0,0,0,0
70,10699,10700,review,i love my new apple watch. user friendly well worth the money.,5,"""i love my new apple watch .', 'user friendly well worth the money .""","`` i love my new apple watch . ' , 'user friendly well worth the money . ''",0,0,0,0,0,1,0,0,0
74,11700,11701,review,i love my apple watch .. easy to connect .. only work foe 2 weeks,5,"""i love my apple watch .. easy to connect ..', 'only work foe 2 week""","`` i love my apple watch .. easy to connect .. ' , 'only work foe 2 week ''",0,1,0,1,0,0,0,0,0
77,11795,11796,review,beat apple watch & has apple care! i'm so happy with my purchase,5,"""beat apple watch & ha apple care !', 'i'm so happy with my purchase""","`` beat apple watch & ha apple care ! ' , ' i 'm so happy with my purchase ''",1,0,0,0,0,0,0,0,0
81,12897,12898,review,nice upgrade for a men's apple watch! casual but classy look,5,"""nice upgrade for a men's apple watch !', 'casual', 'but classy look""","`` nice upgrade for a men 's apple watch ! ' , 'casual ' , 'but classy look ''",0,0,0,0,1,0,0,0,0
82,12927,12928,review,nice upgrade for a men\u2019s apple watch! casual but classy look,5,"""nice upgrade for a men's apple watch !', 'casual', 'but classy look""","`` nice upgrade for a men 's apple watch ! ' , 'casual ' , 'but classy look ''",0,0,0,0,1,0,0,0,0
84,14047,14048,review,apple watch you should get one period this is must have so happy,5,"""apple watch you should get one period this', 'is must have so happy""","`` apple watch you should get one period this ' , 'is must have so happy ''",1,0,0,0,0,0,0,0,0
85,14065,14066,review,this beautiful smart apple watch has many options and easy to install,5,"""this beautiful smart apple watch ha many option and easy to install""",`` this beautiful smart apple watch ha many option and easy to install '',0,0,0,1,0,0,0,0,0
96,15636,15637,review,the red color makes my silver apple watch look so good on my wrist.,5,"""the red color make my silver apple watch look so good on my wrist .""",`` the red color make my silver apple watch look so good on my wrist . '',0,0,0,0,1,0,0,0,0
113,19027,19028,review,i love i it's my first apple watch i love it so easy to use.,5,"""i love i it's my first apple watch', 'i love', 'it so easy to use .""","`` i love i it 's my first apple watch ' , ' i love ' , 'it so easy to use . ''",0,0,0,1,0,0,0,0,0
114,19034,19035,review,i love i it\u2019s my first apple watch i love it so easy to use.,5,"""i love i it's my first apple watch', 'i love', 'it so easy to use .""","`` i love i it 's my first apple watch ' , ' i love ' , 'it so easy to use . ''",0,0,0,1,0,0,0,0,0
115,19106,19107,review,makes my fitbit charge 3 look so elegant. super-strong magnet!,5,"""makes my fitbit charge 3 look so elegant .', 'super-strong magnet !""","`` make my fitbit charge 3 look so elegant . ' , 'super-strong magnet ! ''",0,0,0,0,1,0,0,1,0
116,19131,19132,review,apple watch i is just one of the smartest watch ever easy to use,5,"""apple watch i is just one of the smartest watch ever easy', 'to use""","`` apple watch i is just one of the smartest watch ever easy ' , 'to use ''",0,0,0,1,0,0,0,0,0
117,19170,19171,review,this is a must have for your new apple watch and at a great price!,5,"""this is a must have for your new apple watch and at a great price !""",`` this is a must have for your new apple watch and at a great price ! '',0,0,0,0,0,1,0,0,0
126,20908,20909,review,looks nice and works well with the apple watch as far as compatibility,5,"""looks nice and work well with the apple watch a far a compatibility""",`` look nice and work well with the apple watch a far a compatibility '',0,0,0,0,1,0,0,0,0
127,21020,21021,review,awesome apple watch. sleek design and works awesome. love it,5,"""awesome apple watch .', 'sleek design and work awesome .', 'love it""","`` awesome apple watch . ' , 'sleek design and work awesome . ' , 'love it ''",0,0,0,0,1,0,0,0,0
128,21117,21118,review,my wife loves her apple watch. great fitness tracking and look!,5,"""my wife love her apple watch .', 'great fitness tracking and look !""","`` my wife love her apple watch . ' , 'great fitness tracking and look ! ''",0,0,0,0,1,0,0,0,0
129,21252,21253,review,"first apple watch, my wife loves it.. easy to pair and looks nice.",5,"""first apple watch , my wife love it .. easy to pair and look nice .""","`` first apple watch , my wife love it .. easy to pair and look nice . ''",0,1,0,1,1,0,0,0,0
130,21384,21385,review,love my fitbit charge 5. sales person knowledge about product.,5,"""love my fitbit charge 5 .', 'sales person knowledge about product .""","`` love my fitbit charge 5 . ' , 'sales person knowledge about product . ''",0,0,0,0,0,0,0,1,0
131,21397,21398,review,"this is my first apple watch and i love the size, color, and quality.",5,"""this is my first apple watch', 'and i love the size , color , and .""","`` this is my first apple watch ' , 'and i love the size , color , and . ''",0,0,0,0,1,0,0,0,0
133,21556,21557,review,love my apple watch. it looks nice and it feels nice on my arm,5,"""love my apple watch .', 'it look nice', 'and it feel nice on my arm""","`` love my apple watch . ' , 'it look nice ' , 'and it feel nice on my arm ''",0,0,0,0,1,0,0,0,0
135,21709,21710,review,i buy an apple watch for my wife months ago and she is happy with,5,"""i buy an apple watch for my wife month ago', 'and she is happy with""","`` i buy an apple watch for my wife month ago ' , 'and she is happy with ''",1,0,0,0,0,0,0,0,0
140,22465,22466,review,big upgrade from my apple watch 4 and blue color is a nice option.,5,"""big upgrade from my apple watch 4 and blue color is a nice option .""",`` big upgrade from my apple watch 4 and blue color is a nice option . '',0,0,0,0,1,0,0,0,0
143,23030,23031,review,apple watch featuring apps from nike to track aerobic activity.,5,"""apple watch featuring apps from nike', 'to track aerobic activity .""","`` apple watch featuring apps from nike ' , 'to track aerobic activity . ''",0,0,0,0,0,0,1,0,0
152,24269,24270,review,new and shiny! works like a charm to charge my apple watch.,5,"""new and shiny !', 'works like a charm', 'to charge my apple watch .""","`` new and shiny ! ' , 'works like a charm ' , 'to charge my apple watch . ''",0,0,0,0,0,0,0,1,0
153,24492,24493,review,live the new phone and apple watch. really enjoy the technology,5,"""live the new phone and apple watch .', 'really enjoy the technology""","`` live the new phone and apple watch . ' , 'really enjoy the technology ''",1,0,0,0,0,0,0,0,0
155,24761,24762,review,looks great and fantastic... very good option for your apple watch,5,"""looks great and fantastic ... very good option for your apple watch""",`` look great and fantastic ... very good option for your apple watch '',0,0,0,0,1,0,0,0,0
156,24892,24893,review,a great way to protect your valuable apple watch at a great price!,5,"""a great way to protect your valuable apple watch at a great price !""",`` a great way to protect your valuable apple watch at a great price ! '',0,0,0,0,0,1,0,0,0
159,25034,25035,review,perfect fit for my apple watch. nice color and easy to attach.,5,"""perfect fit for my apple watch .', 'nice color and easy to attach .""","`` perfect fit for my apple watch . ' , 'nice color and easy to attach . ''",0,0,0,1,1,0,0,0,0
162,25362,25363,review,this apple watch is amazing and worth the price! i love it!,5,"""this apple watch is amazing', 'and worth the price !', 'i love it !""","`` this apple watch is amazing ' , 'and worth the price ! ' , ' i love it ! ''",0,0,0,0,0,1,0,0,0
166,26109,26110,review,i love my apple watch. it's very easy to operate with the app.,5,"""i love my apple watch .', 'it's very easy to operate with the app .""","`` i love my apple watch . ' , 'it 's very easy to operate with the app . ''",0,0,0,1,0,0,0,0,0
168,26196,26197,review,i love my apple watch. it\u2019s very easy to operate with the app.,5,"""i love my apple watch .', 'it's very easy to operate with the app .""","`` i love my apple watch . ' , 'it 's very easy to operate with the app . ''",0,0,0,1,0,0,0,0,0
170,26479,26480,review,"love my apple watch, it's very easy to use and it comes in handy",5,"""love my apple watch , it's very easy to use', 'and it come in handy""","`` love my apple watch , it 's very easy to use ' , 'and it come in handy ''",0,0,0,1,0,0,0,0,0
171,26568,26569,review,"love my apple watch, it\u2019s very easy to use and it comes in handy",5,"""love my apple watch , it's very easy to use', 'and it come in handy""","`` love my apple watch , it 's very easy to use ' , 'and it come in handy ''",0,0,0,1,0,0,0,0,0
172,26764,26765,review,great quality and love the look. i can easily dress up my apple watch.,5,"""great and love the look .', 'i can easily dress up my apple watch .""","`` great and love the look . ' , ' i can easily dress up my apple watch . ''",0,0,0,0,1,0,0,0,0
177,27678,27679,review,this apple watch is of excellent quality! very happy with my purchase!,5,"""this apple watch is of excellent !', 'very happy with my purchase !""","`` this apple watch is of excellent ! ' , 'very happy with my purchase ! ''",1,0,0,0,0,0,0,0,0
184,28315,28316,review,my son loves his apple watch. easy to use and great battery life,5,"""my son love his apple watch .', 'easy to use and great battery life""","`` my son love his apple watch . ' , 'easy to use and great battery life ''",0,0,0,1,0,0,0,1,0
186,28414,28415,review,i liked this apple watch because it has a nice size and has many features.,5,"""i liked this apple watch', 'because it ha a nice size and ha many .""","`` i liked this apple watch ' , 'because it ha a nice size and ha many . ''",0,0,0,0,1,0,0,0,0
192,28856,28857,review,great apple watch for a good price. very happy with the watch.,5,"""great apple watch for a good price .', 'very happy with the watch .""","`` great apple watch for a good price . ' , 'very happy with the watch . ''",1,0,0,0,0,1,0,0,0
195,29138,29139,review,perfect for the apple watch owner. color is bright and pretty.,5,"""perfect for the apple watch owner .', 'color is bright and pretty .""","`` perfect for the apple watch owner . ' , 'color is bright and pretty . ''",0,0,0,0,1,0,0,0,0
201,30024,30025,review,this is my first apple watch and i like it so far so easy to use,5,"""this is my first apple watch', 'and i like it so far so easy to use""","`` this is my first apple watch ' , 'and i like it so far so easy to use ''",0,0,0,1,0,0,0,0,0
208,31595,31596,review,beautiful on my wrist and cost less than apple watch. good choice,5,"""beautiful on my wrist and cost le than apple watch .', 'good choice""","`` beautiful on my wrist and cost le than apple watch . ' , 'good choice ''",0,0,0,0,0,1,0,0,0
219,32466,32467,review,it fits really great looks good with my new blue apple watch series 6,5,"""it fit really great look good with my new blue apple watch series 6""",`` it fit really great look good with my new blue apple watch series 6 '',0,0,0,0,1,0,0,0,0
220,32887,32888,review,the apple watch is a must. helps you keep track of everything.,5,"""the apple watch is a must .', 'helps you keep track of everything .""","`` the apple watch is a must . ' , 'helps you keep track of everything . ''",0,0,0,0,0,0,1,0,0
230,34955,34956,review,works good. able to charge apple watch and tablet at same time.,5,"""work good .', 'able to charge apple watch and tablet at same time .""","`` work good . ' , 'able to charge apple watch and tablet at same time . ''",0,0,0,0,0,0,0,1,0
233,35231,35232,review,i love my apple watch. easy to use and reliable. no issues.,5,"""i love my apple watch .', 'easy to use and reliable .', 'no issue .""","`` i love my apple watch . ' , 'easy to use and reliable . ' , 'no issue . ''",0,0,0,1,0,0,0,0,0
247,5283,5284,review,it looks nice on my apple watch and doesn't irritate my wrist/ skin.,4,"""it look nice on my apple watch and doesn't irritate my wrist/ skin .""",`` it look nice on my apple watch and doe n't irritate my wrist/ skin . '',0,0,0,0,1,0,0,0,0
248,5287,5288,review,it looks nice on my apple watch and doesn\u2019t irritate my wrist/ skin.,4,"""it look nice on my apple watch and doesn't irritate my wrist/ skin .""",`` it look nice on my apple watch and doe n't irritate my wrist/ skin . '',0,0,0,0,1,0,0,0,0
252,6839,6840,review,great option to charge an apple watch (at work) in a punch.,4,"""great option to charge an apple watch', '( at work )', 'in a punch .""","`` great option to charge an apple watch ' , ' ( at work ) ' , 'in a punch . ''",0,0,0,0,0,0,0,1,0
253,7572,7573,review,charges my apple watch in a timely manner. great for traveling.,4,"""charges my apple watch in a timely manner .', 'great for traveling .""","`` charge my apple watch in a timely manner . ' , 'great for traveling . ''",0,0,0,0,0,0,0,1,0
255,9104,9105,review,my daughter in law enjoy her apple watch and do so much with it.,5,"""my daughter in law enjoy her apple watch', 'and do so much with it .""","`` my daughter in law enjoy her apple watch ' , 'and do so much with it . ''",1,0,0,0,0,0,0,0,0
258,9752,9753,review,still works pretty great! i am really happy with my apple watch.,5,"""still work pretty great !', 'i am really happy with my apple watch .""","`` still work pretty great ! ' , ' i am really happy with my apple watch . ''",1,0,0,0,0,0,0,0,0
266,10782,10783,review,works great. easy way to charge your apple watch. great quality.,5,"""works great .', 'easy way', 'to charge your apple watch .', 'great .""","`` work great . ' , 'easy way ' , 'to charge your apple watch . ' , 'great . ''",0,0,0,1,0,0,0,1,0
272,11713,11714,review,"i absolutely love my apple watch, great price for a great product!",5,"""i absolutely love my apple watch , great price for a great product !""","`` i absolutely love my apple watch , great price for a great product ! ''",0,0,0,0,0,1,0,0,0
278,13123,13124,review,apple watch works great easy to use. we all have one in the house,5,"""apple watch work great easy to use .', 'we all have one in the house""","`` apple watch work great easy to use . ' , 'we all have one in the house ''",0,0,0,1,0,0,0,0,0
282,13551,13552,review,"beautiful color, looks great and fits perfectly on your apple watch!",5,"""beautiful color , look great and fit perfectly on your apple watch !""","`` beautiful color , look great and fit perfectly on your apple watch ! ''",0,0,0,0,1,0,0,0,0
286,13914,13915,review,this apple watch was well worth the money. i would recommend it.,5,"""this apple watch wa well worth the money .', 'i would recommend it .""","`` this apple watch wa well worth the money . ' , ' i would recommend it . ''",0,0,0,0,0,1,0,0,0
287,14011,14012,review,very pleased with this fitbit charge 4! easy to set up and use.,5,"""very pleased with this fitbit charge 4 !', 'easy to set up and use .""","`` very pleased with this fitbit charge 4 ! ' , 'easy to set up and use . ''",0,0,0,1,0,0,0,1,0
295,14899,14900,review,my wife loves the ⌚ apple watch and if she's happy i'm happy .,5,"""my wife love the ⌚ apple watch', ""and if she 's happy i 'm happy .""","`` my wife love the ⌚ apple watch ' , `` and if she 's happy i 'm happy . ''",1,0,0,0,0,0,0,0,0
297,15276,15277,review,absolutely love my new apple watch. good quality had a wonderful price.,5,"""absolutely love my new apple watch .', 'good had a wonderful price .""","`` absolutely love my new apple watch . ' , 'good had a wonderful price . ''",0,0,0,0,0,1,0,0,0
312,17490,17491,review,i tried apple watch series 3 before but series 5 is worth a value,5,"""i tried apple watch series 3', 'before but series 5 is worth a value""","`` i tried apple watch series 3 ' , 'before but series 5 is worth a value ''",0,0,0,0,0,1,0,0,0
315,17768,17769,review,"definitely the best apple watch developed, great shape and design.",5,"""definitely the best apple watch developed , great shape and design .""","`` definitely the best apple watch developed , great shape and design . ''",0,0,0,0,1,0,0,0,0
320,18906,18907,review,"this is a fashion state that rocks the apple watch, to the core.",5,"""this is a fashion state', 'that rock the apple watch , to the core .""","`` this is a fashion state ' , 'that rock the apple watch , to the core . ''",0,0,0,0,1,0,0,0,0
322,19622,19623,review,no problems so far. charges daughter's apple watch every night.,5,"""no problem so far .', ""charges daughter 's apple watch every night .""","`` no problem so far . ' , `` charge daughter 's apple watch every night . ''",0,0,0,0,0,0,0,1,0
324,20123,20124,review,love the magnetic bank for my apple watch! very easy to put on.,5,"""love the magnetic bank for my apple watch !', 'very easy to put on .""","`` love the magnetic bank for my apple watch ! ' , 'very easy to put on . ''",0,0,0,1,0,0,0,0,0
326,20443,20444,review,easy to use and really protect the my apple watch i recoment 10%,5,"""easy to use', 'and really protect the my apple watch i recoment 10 %""","`` easy to use ' , 'and really protect the my apple watch i recoment 10 % ''",0,0,0,1,0,0,0,0,0
328,20750,20751,review,this replaced a fitbit charge 5 - love the real watch look.....,5,"""this replaced a fitbit charge 5 -', 'love the real watch look ... ..""","`` this replaced a fitbit charge 5 - ' , 'love the real watch look ... .. ''",0,0,0,0,1,0,0,0,0
329,21157,21158,review,love my apple watch! easy to setup and love the larger screen,5,"""love my apple watch !', 'easy to setup', 'and love the larger screen""","`` love my apple watch ! ' , 'easy to setup ' , 'and love the larger screen ''",0,0,0,1,0,0,0,0,0
337,22114,22115,review,love this strap for my apple watch so cool looking and comfortable.,5,"""love this strap for my apple watch so cool looking and comfortable .""",`` love this strap for my apple watch so cool looking and comfortable . '',0,0,0,0,1,0,0,0,0
339,22665,22666,review,fits perfectly on the apple watch. very happy with my purchase!,5,"""fits perfectly on the apple watch .', 'very happy with my purchase !""","`` fit perfectly on the apple watch . ' , 'very happy with my purchase ! ''",1,0,0,0,0,0,0,0,0
340,22867,22868,review,"it's an apple product, it charges an apple watch, it works...",5,"""it's an apple product ,', 'it charge an apple watch ,', 'it work ...""","`` it 's an apple product , ' , 'it charge an apple watch , ' , 'it work ... ''",0,0,0,0,0,0,0,1,0
341,22876,22877,review,"it\u2019s an apple product, it charges an apple watch, it works...",5,"""it's an apple product ,', 'it charge an apple watch ,', 'it work ...""","`` it 's an apple product , ' , 'it charge an apple watch , ' , 'it work ... ''",0,0,0,0,0,0,0,1,0
343,23302,23303,review,excellent for charging apple watch. works fine and easy to use.,5,"""excellent for charging apple watch .', 'works fine and easy to use .""","`` excellent for charging apple watch . ' , 'works fine and easy to use . ''",0,0,0,1,0,0,0,0,0
348,24538,24539,review,i bought this apple watch two times . it\u2019s amazing and easy to use,5,"""i bought this apple watch two time .', 'it's amazing and easy to use""","`` i bought this apple watch two time . ' , 'it 's amazing and easy to use ''",0,0,0,1,0,0,0,0,0
358,26736,26737,review,apple watch very good easy to pair with my phone i love the color,5,"""apple watch very good easy to pair with my phone', 'i love the color""","`` apple watch very good easy to pair with my phone ' , ' i love the color ''",0,1,0,1,1,0,0,0,0
360,27338,27339,review,upgraded my fitbit... loving my waterproof fitbit charge 4 :-),5,"""upgraded my fitbit ... loving my waterproof fitbit charge 4 :', '- )""","`` upgraded my fitbit ... loving my waterproof fitbit charge 4 : ' , '- ) ''",0,0,0,0,0,0,0,1,0
361,27369,27370,review,this is a great apple watch product works very simple and fits nice,5,"""this is a great apple watch product', 'work very simple and fit nice""","`` this is a great apple watch product ' , 'work very simple and fit nice ''",0,0,0,1,0,0,0,0,0
363,27778,27779,review,amazing apple watch it\u2019s worth the money and easy to use as well.,5,"""amazing apple watch it's worth the money', 'and easy to use a well .""","`` amazing apple watch it 's worth the money ' , 'and easy to use a well . ''",0,0,0,1,0,1,0,0,0
367,28303,28304,review,excellent addition to the apple watch. easy to install and use.,5,"""excellent addition to the apple watch .', 'easy to install and use .""","`` excellent addition to the apple watch . ' , 'easy to install and use . ''",0,0,0,1,0,0,0,0,0
369,28385,28386,review,"great price great item! buy it, its better then a apple watch",5,"""great price great item !', 'buy it ,', 'it better then a apple watch""","`` great price great item ! ' , 'buy it , ' , 'it better then a apple watch ''",0,0,0,0,0,1,0,0,0
385,30475,30476,review,a must have for all apple watch aficionados. the ekg feature is very cool,5,"""a must have for all apple watch aficionado .', 'the ekg is very cool""","`` a must have for all apple watch aficionado . ' , 'the ekg is very cool ''",0,0,0,0,1,0,0,0,0
388,30644,30645,review,works great with my apple watch. quick charge! easy to use!,5,"""works great with my apple watch .', 'quick charge !', 'easy to use !""","`` work great with my apple watch . ' , 'quick charge ! ' , 'easy to use ! ''",0,0,0,1,0,0,0,1,0
391,31016,31017,review,"thank you very much, nice color for my apple watch, and original.",5,"""thank you very much , nice color for my apple watch , and original .""","`` thank you very much , nice color for my apple watch , and original . ''",0,0,0,0,1,0,0,0,0
397,31742,31743,review,perfect fit with fitbit charge 2. lasted as long as the original.,5,"""perfect fit with fitbit charge 2 .', 'lasted a long a the original .""","`` perfect fit with fitbit charge 2 . ' , 'lasted a long a the original . ''",0,0,0,0,0,0,0,1,0
411,35051,35052,review,this wall plug provide the right power to charge my apple watch 7,5,"""this wall plug provide the right power', 'to charge my apple watch 7""","`` this wall plug provide the right power ' , 'to charge my apple watch 7 ''",0,0,0,0,0,0,0,1,0
412,35292,35293,review,love my new apple watch series 3 and at 199.00 it was a great value.,5,"""love my new apple watch series 3 and at 199.00 it wa a great value .""",`` love my new apple watch series 3 and at 199.00 it wa a great value . '',0,0,0,0,0,1,0,0,0
420,5773,5774,review,slightly different color than the apple watch but still looks great,4,"""slightly different color than the apple watch', 'but still look great""","`` slightly different color than the apple watch ' , 'but still look great ''",0,0,0,0,1,0,0,0,0
425,7086,7087,review,works great and helps protect my new apple watch. easy to apply,4,"""works great', 'and help protect my new apple watch .', 'easy to apply""","`` work great ' , 'and help protect my new apple watch . ' , 'easy to apply ''",0,0,0,1,0,0,0,0,0
430,8203,8204,review,will not charge a gear 2 or apple watch. does charge cell phones.,4,"""will not charge a gear 2 or apple watch .', 'does charge cell phone .""","`` will not charge a gear 2 or apple watch . ' , 'does charge cell phone . ''",0,0,0,0,0,0,0,1,0
441,11443,11444,review,great apple watch. use it to track my fitness. use it daily.,5,"""great apple watch .', 'use it to track my fitness .', 'use it daily .""","`` great apple watch . ' , 'use it to track my fitness . ' , 'use it daily . ''",0,0,0,0,0,0,1,0,0
444,12070,12071,review,fits perfect. an elegant look while still being an apple watch,5,"""fits perfect .', 'an elegant look', 'while still being an apple watch""","`` fit perfect . ' , 'an elegant look ' , 'while still being an apple watch ''",0,0,0,0,1,0,0,0,0
445,12763,12764,review,love my apple watch. the new features are great and i love the color red!,5,"""love my apple watch .', 'the new are great and i love the color red !""","`` love my apple watch . ' , 'the new are great and i love the color red ! ''",0,0,0,0,1,0,0,0,0
448,13284,13285,review,nice apple watch for a 13 year old girl! easy to set up and use!,5,"""nice apple watch for a 13 year old girl !', 'easy to set up and use !""","`` nice apple watch for a 13 year old girl ! ' , 'easy to set up and use ! ''",0,0,0,1,0,0,0,0,0
449,13299,13300,review,very happy with the apple watch and would refer anyone to try it.,5,"""very happy with the apple watch', 'and would refer anyone to try it .""","`` very happy with the apple watch ' , 'and would refer anyone to try it . ''",1,0,0,0,0,0,0,0,0
455,13681,13682,review,works well with an apple watch - nice color too and easy to install.,5,"""works well with an apple watch - nice color too and easy to install .""",`` work well with an apple watch - nice color too and easy to install . '',0,0,0,1,1,0,0,0,0
456,13850,13851,review,so happy with my new apple watch & the price was great from best buy.,5,"""so happy with my new apple watch & the price wa great from best buy .""",`` so happy with my new apple watch & the price wa great from best buy . '',1,0,0,0,0,1,0,0,0
458,14133,14134,review,apple watch se was the perfect gift. i like the bigger size @ 44mm.,5,"""apple watch se wa the perfect gift .', 'i like the bigger size 44mm .""","`` apple watch se wa the perfect gift . ' , ' i like the bigger size 44mm . ''",0,0,0,0,1,0,0,0,0
459,14288,14289,review,charges quickly ! needed for apple watch! still working good!,5,"""charges quickly !', 'needed for apple watch !', 'still working good !""","`` charge quickly ! ' , 'needed for apple watch ! ' , 'still working good ! ''",0,0,0,0,0,0,0,1,0
464,15065,15066,review,"loved the apple watch, got it for a good price at the perfect time.",5,"""loved the apple watch , got it for a good price at the perfect time .""","`` loved the apple watch , got it for a good price at the perfect time . ''",0,0,0,0,0,1,0,0,0
472,16912,16913,review,exactly what we were looking for to make the apple watch look nicer.,5,"""exactly what we were looking for to make the apple watch look nicer .""",`` exactly what we were looking for to make the apple watch look nicer . '',0,0,0,0,1,0,0,0,0
473,17151,17152,review,excellent price for a new apple watch acts just like the newer versions,5,"""excellent price for a new apple watch act just like the newer version""",`` excellent price for a new apple watch act just like the newer version '',0,0,0,0,0,1,0,0,0
478,17659,17660,review,well done and awesome quality product that pairs perfectly with apple watch,5,"""well done and awesome product', 'that pair perfectly with apple watch""","`` well done and awesome product ' , 'that pair perfectly with apple watch ''",0,1,0,0,0,0,0,0,0
485,18401,18402,review,great deal for little money. fits perfectly on my fitbit charge 2,5,"""great deal for little money .', 'fits perfectly on my fitbit charge 2""","`` great deal for little money . ' , 'fits perfectly on my fitbit charge 2 ''",0,0,0,0,0,0,0,1,0
486,18590,18591,review,i love love love my apple watch. very easy to use and set up.,5,"""i love love love my apple watch .', 'very easy to use', 'and set up .""","`` i love love love my apple watch . ' , 'very easy to use ' , 'and set up . ''",0,0,0,1,0,0,0,0,0
495,20765,20766,review,great color and fits my apple watch perfectly and goes with my bumper,5,"""great color and fit my apple watch perfectly', 'and go with my bumper""","`` great color and fit my apple watch perfectly ' , 'and go with my bumper ''",0,0,0,0,1,0,0,0,0
498,21009,21010,review,i always recomend apple watch looks nice and is very easy to use,5,"""i always recomend apple watch look nice', 'and is very easy', 'to use""","`` i always recomend apple watch look nice ' , 'and is very easy ' , 'to use ''",0,0,0,1,1,0,0,0,0
